dataset,method,graph,target,regime,n,n_errors,auroc_base,auroc_overlap_only,auroc_full,delta_auroc,delta_auroc_ci_low,delta_auroc_ci_high,auprc_base,auprc_full,delta_auprc,delta_auprc_ci_low,delta_auprc_ci_high
stanfordnlp_sst2,subgraphx,constituency,bert_correct,confidence>0.9,744,32,0.7701018258426966,0.5411911867977528,0.7345066713483146,-0.0353406912750912,-0.09379386204133387,0.010847591806718765,0.11214413353020516,0.1045750257265104,-0.007979976640496282,-0.025138956072573534,0.007611223704852996
stanfordnlp_sst2,subgraphx,constituency,gnn_correct_gold,all,872,78,0.8348026868178002,0.5860056190660724,0.8240489569204934,-0.011069095003286539,-0.042713900043983545,0.018966828170983687,0.3155934323172627,0.2861057920797309,-0.03081738377495589,-0.09160736243239513,0.0260047468257519
stanfordnlp_sst2,subgraphx,constituency,gnn_correct_gold,confidence>0.9,756,38,0.7872745931681572,0.5468589649611494,0.7701216830376778,-0.016012538679787355,-0.08304013362521526,0.050017263439599946,0.20302310455331488,0.1668755860925119,-0.032326562039065254,-0.09204238633917372,0.0219830828005328
stanfordnlp_sst2,subgraphx,constituency,gnn_correct_gold,all (base = confidence+explanation),872,78,0.8088387263450236,0.5860056190660724,0.8037363560033585,-0.0048996921793702675,-0.032511144200516186,0.020934331852822386,0.37970735333226985,0.3644308916829677,-0.015352283671021053,-0.04157206761143627,0.010374855864538178
stanfordnlp_sst2,subgraphx,constituency,gnn_agrees_teacher,all,872,14,0.9085081585081585,0.7097902097902098,0.9065934065934067,-0.0016408290103067929,-0.021198791135666212,0.01679504964953267,0.35585233523983373,0.23626346657366668,-0.10619407846612641,-0.3376712654613464,0.0673270680652255
stanfordnlp_sst2,subgraphx,constituency,gnn_agrees_teacher,all (base = confidence+explanation),872,14,0.9488844488844488,0.7097902097902098,0.9393106893106893,-0.00970373535170899,-0.05304638266276136,0.020312883570834384,0.22550163462468523,0.23876579620375185,-0.004187979192221752,-0.10880419275496318,0.08403257649105123
stanfordnlp_sst2,subgraphx,syntactic,bert_correct,all,872,73,0.8348963601762478,0.4943765323092222,0.822757899429081,-0.012359399307698369,-0.02652089353581976,0.0005935162616690158,0.3077422178420738,0.2944281686710867,-0.014044615298508914,-0.07022386092755162,0.04232917260455925
stanfordnlp_sst2,subgraphx,syntactic,bert_correct,confidence>0.9,744,32,0.7701018258426966,0.46530459971910115,0.7460937499999999,-0.023754535082713673,-0.057549554464448004,0.009438098382031844,0.11214413353020516,0.11013075756990241,-3.9110394377037236e-05,-0.02552163007557181,0.03682924261149304
stanfordnlp_sst2,subgraphx,syntactic,gnn_correct_gold,all,872,84,0.8499818709209572,0.5372023809523809,0.8344210780759005,-0.015549063468076909,-0.048766273531224855,0.015569689291445064,0.3660105967974236,0.36131230787633717,-0.0037862235937615694,-0.0497896205806993,0.04136141224440649
stanfordnlp_sst2,subgraphx,syntactic,gnn_correct_gold,confidence>0.9,772,43,0.803394264203911,0.5295403068874214,0.767824672217437,-0.03624980324519477,-0.10331181371977816,0.02676044094107938,0.2251856710258695,0.24303637065657868,0.012426212538551673,-0.038986194277148244,0.07211051750276014
stanfordnlp_sst2,subgraphx,syntactic,gnn_correct_gold,all (base = confidence+explanation),872,84,0.8313240270727581,0.5372023809523809,0.820642978003384,-0.010851878094756337,-0.03352230569226152,0.009399465975126016,0.3464881380756377,0.3390584816632096,-0.007453594335739801,-0.033246432891531265,0.014029169926900675
stanfordnlp_sst2,subgraphx,syntactic,gnn_agrees_teacher,all,872,24,0.9417747641509434,0.5202928459119497,0.9523879716981133,0.010599877777561018,-0.009825122626194605,0.04337716084441113,0.3205797847640138,0.34557250849487625,0.029134675536829354,-0.11886608235926188,0.17088193715533007
stanfordnlp_sst2,subgraphx,syntactic,gnn_agrees_teacher,all (base = confidence+explanation),872,24,0.8951454402515724,0.5202928459119497,0.9054147012578617,0.010110474906180162,-0.0011786714665993762,0.026794765134435204,0.34749809111806346,0.3171574959074553,-0.03288285077378114,-0.12352822116161323,0.03388672655078995
stanfordnlp_sst2,subgraphx,window,bert_correct,all,872,73,0.8348963601762478,0.5447305707476812,0.8196718500865808,-0.015220109516037444,-0.03235513455681874,0.000615636006466621,0.3077422178420738,0.29640603680406064,-0.012039833720569285,-0.06734160805444389,0.047030503517770966
stanfordnlp_sst2,subgraphx,window,bert_correct,confidence>0.9,744,32,0.7701018258426966,0.5170514396067416,0.7349894662921349,-0.03432263173652281,-0.07881643518628183,0.002750481432041276,0.11214413353020516,0.10554570467030476,-0.004658740039611543,-0.023043855423173273,0.0242989324905318
stanfordnlp_sst2,subgraphx,window,gnn_correct_gold,all,872,76,0.8207319492197832,0.588303358899762,0.8183681565723354,-0.001968730776850747,-0.028702016901944818,0.029234230131222772,0.2722798264199052,0.2788784257807132,0.006957261343094003,-0.03194267102673281,0.048063794740063746
stanfordnlp_sst2,subgraphx,window,gnn_correct_gold,confidence>0.9,763,43,0.800484496124031,0.5776324289405684,0.7915697674418604,-0.010901607296966613,-0.06673363842130739,0.043553245793536394,0.2575004655149587,0.2534078640076479,-8.620535078322733e-05,-0.07311268226994994,0.07545775683497898
stanfordnlp_sst2,subgraphx,window,gnn_correct_gold,all (base = confidence+explanation),872,76,0.8108304681301243,0.588303358899762,0.8064169531869875,-0.004299257020903294,-0.027963596102639293,0.019009222937937956,0.3140123783570256,0.3060755786411158,-0.007236235547911723,-0.043714291983684886,0.029733848703871912
stanfordnlp_sst2,subgraphx,window,gnn_agrees_teacher,all,872,16,0.9107038551401869,0.5166106892523366,0.9169830607476636,0.006428331202096865,-0.010074406094487657,0.03071710992495884,0.20625478622922302,0.18944561502466847,-0.02242413686500984,-0.12748331671443153,0.05392518342457479
stanfordnlp_sst2,subgraphx,window,gnn_agrees_teacher,all (base = confidence+explanation),872,16,0.9101197429906542,0.5166106892523366,0.906761098130841,-0.003446236787764357,-0.022568428854808344,0.022136611005399497,0.22274191998892057,0.1901824937842373,-0.03703060540822338,-0.1257181601231783,0.036322645619875
stanfordnlp_sst2,subgraphx,skipgrams,bert_correct,all,872,73,0.8348963601762478,0.5510569718998062,0.8189003377509558,-0.015970646211618703,-0.03332511369182407,0.00020877066539799432,0.3077422178420738,0.2973332984114061,-0.014167991917579784,-0.07694324529702987,0.04344718157760034
stanfordnlp_sst2,subgraphx,skipgrams,bert_correct,confidence>0.9,744,32,0.7701018258426966,0.5198165379213483,0.7370962078651686,-0.032387665065958006,-0.07755875736444812,0.005457918473304513,0.11214413353020516,0.10685327175645143,-0.0037618435246734084,-0.021273015595249085,0.021209360478056376
stanfordnlp_sst2,subgraphx,skipgrams,gnn_correct_gold,all,872,78,0.840486339856617,0.6142866369566622,0.8289252728799329,-0.011061477237149788,-0.04417266466683773,0.018546031863148283,0.2975309604564321,0.3145191469588781,0.01665090689527547,-0.034638176268264445,0.07740752844329286
stanfordnlp_sst2,subgraphx,skipgrams,gnn_correct_gold,confidence>0.9,764,40,0.8094958563535911,0.5801450276243094,0.7774516574585635,-0.03117510612142402,-0.09682943822627833,0.029719018641939616,0.20596132334162592,0.20004171058945597,-0.01206166861697495,-0.0576962872059125,0.03355472986087091
stanfordnlp_sst2,subgraphx,skipgrams,gnn_correct_gold,all (base = confidence+explanation),872,78,0.8252276690563844,0.6142866369566622,0.8146515533165407,-0.010721031816908177,-0.04050725540240336,0.014641837775129795,0.3149685080350342,0.33618239692741136,0.02023579729584383,-0.018468199066752476,0.06622618342690736
stanfordnlp_sst2,subgraphx,skipgrams,gnn_agrees_teacher,all,872,16,0.9055928738317758,0.6760002920560748,0.9107038551401869,0.005388934635742831,-0.017935218288965504,0.04564145961106278,0.23181780662664242,0.2394632210924462,-0.003314398184365904,-0.1583962223753699,0.15793714444524729
stanfordnlp_sst2,subgraphx,skipgrams,gnn_agrees_teacher,all (base = confidence+explanation),872,16,0.9613755841121495,0.6760002920560748,0.958455023364486,-0.0028400058361797253,-0.008259287594817515,0.0023381907042003755,0.3158787407966349,0.29959602099044674,-0.015368713012852774,-0.10517188420667475,0.06784975516628283
