dataset,method,graph,target,n,n_errors,error_rate,teacher_gold_alignment,feature_set,n_features,accuracy,balanced_accuracy,auroc,auprc_error,mcc,precision_error,recall_error,f1_error
stanfordnlp_sst2,graphsvx,syntactic,teacher_agreement,872,24,0.02752293577981646,0.9174311926605505,confidence,3,0.9071100917431193,0.8915094339622642,0.94624606918239,0.3437104271224474,0.4038019667114171,0.21212121212121213,0.875,0.34146341463414637
stanfordnlp_sst2,graphsvx,syntactic,teacher_agreement,872,24,0.02752293577981646,0.9174311926605505,explanation,19,0.9311926605504587,0.8634040880503144,0.9022209119496855,0.3845783428793752,0.42668369331322126,0.25675675675675674,0.7916666666666666,0.3877551020408163
stanfordnlp_sst2,graphsvx,syntactic,teacher_agreement,872,24,0.02752293577981646,0.9174311926605505,confidence+explanation,22,0.9243119266055045,0.8801100628930818,0.9137676886792453,0.3002743379791208,0.42611069811483104,0.24390243902439024,0.8333333333333334,0.37735849056603776
stanfordnlp_sst2,graphsvx,syntactic,teacher_agreement,872,24,0.02752293577981646,0.9174311926605505,paper (4 dimensions),20,0.9311926605504587,0.8634040880503144,0.9012382075471698,0.38653883882937135,0.42668369331322126,0.25675675675675674,0.7916666666666666,0.3877551020408163
stanfordnlp_sst2,graphsvx,syntactic,gold_label,872,84,0.09633027522935778,0.9174311926605505,majority baseline,0,0.9036697247706422,0.5,0.5,0.0963302752293578,0.0,0.0,0.0,0.0
stanfordnlp_sst2,graphsvx,syntactic,gold_label,872,84,0.09633027522935778,0.9174311926605505,confidence,3,0.8428899082568807,0.7694887599709934,0.8497099347353153,0.3550132671215538,0.4041295519916479,0.3413173652694611,0.6785714285714286,0.4541832669322709
stanfordnlp_sst2,graphsvx,syntactic,gold_label,872,84,0.09633027522935778,0.9174311926605505,explanation,19,0.8073394495412844,0.7125936669083877,0.8177121102248006,0.3239841084623505,0.3074538528148265,0.2717391304347826,0.5952380952380952,0.373134328358209
stanfordnlp_sst2,graphsvx,syntactic,gold_label,872,84,0.09633027522935778,0.9174311926605505,confidence+explanation,22,0.8211009174311926,0.7467971960357747,0.8308556925308195,0.3216030992112805,0.35835439010893855,0.3021978021978022,0.6547619047619048,0.41353383458646614
stanfordnlp_sst2,graphsvx,syntactic,gold_label,872,84,0.09633027522935778,0.9174311926605505,paper (4 dimensions),20,0.8073394495412844,0.7125936669083877,0.8179387237128354,0.3241274550220028,0.3074538528148265,0.2717391304347826,0.5952380952380952,0.373134328358209
stanfordnlp_sst2,graphsvx,window,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,majority baseline,0,0.981651376146789,0.5,0.5,0.01834862385321101,0.0,0.0,0.0,0.0
stanfordnlp_sst2,graphsvx,window,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,confidence,3,0.8944954128440367,0.9155957943925234,0.907491238317757,0.1811593811058458,0.3413742004463618,0.14150943396226415,0.9375,0.2459016393442623
stanfordnlp_sst2,graphsvx,window,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,explanation,19,0.9346330275229358,0.905373831775701,0.8868282710280374,0.47179016173498806,0.40308836393782405,0.2028985507246377,0.875,0.32941176470588235
stanfordnlp_sst2,graphsvx,window,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,confidence+explanation,22,0.9346330275229358,0.905373831775701,0.8815712616822429,0.3835972187424312,0.40308836393782405,0.2028985507246377,0.875,0.32941176470588235
stanfordnlp_sst2,graphsvx,window,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,paper (4 dimensions),20,0.9346330275229358,0.905373831775701,0.8865362149532712,0.47202914082067216,0.40308836393782405,0.2028985507246377,0.875,0.32941176470588235
stanfordnlp_sst2,graphsvx,window,gold_label,872,76,0.08715596330275233,0.9174311926605505,majority baseline,0,0.9128440366972477,0.5,0.5,0.0871559633027523,0.0,0.0,0.0,0.0
stanfordnlp_sst2,graphsvx,window,gold_label,872,76,0.08715596330275233,0.9174311926605505,confidence,3,0.8291284403669725,0.7516860618883894,0.8327492726791854,0.26522039875285214,0.3560334901836921,0.28901734104046245,0.6578947368421053,0.40160642570281124
stanfordnlp_sst2,graphsvx,window,gold_label,872,76,0.08715596330275233,0.9174311926605505,explanation,19,0.819954128440367,0.7407101295953451,0.7992594551705898,0.2886037631150185,0.3361975618667856,0.2737430167597765,0.6447368421052632,0.3843137254901961
stanfordnlp_sst2,graphsvx,window,gold_label,872,76,0.08715596330275233,0.9174311926605505,confidence+explanation,22,0.823394495412844,0.7485453583708014,0.8008959270034383,0.2706403272899354,0.34786380762033625,0.2808988764044944,0.6578947368421053,0.3937007874015748
stanfordnlp_sst2,graphsvx,window,gold_label,872,76,0.08715596330275233,0.9174311926605505,paper (4 dimensions),20,0.819954128440367,0.7407101295953451,0.7996727056334303,0.2889787056389115,0.3361975618667856,0.2737430167597765,0.6447368421052632,0.3843137254901961
stanfordnlp_sst2,subgraphx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,majority baseline,0,0.9839449541284404,0.5,0.5,0.016055045871559634,0.0,0.0,0.0,0.0
stanfordnlp_sst2,subgraphx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,confidence,3,0.9059633027522935,0.9170829170829171,0.9062604062604062,0.3481769730154116,0.33806976714179726,0.13829787234042554,0.9285714285714286,0.24074074074074073
stanfordnlp_sst2,subgraphx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,explanation,19,0.9288990825688074,0.7882117882117883,0.9428904428904428,0.30713844905440085,0.2739112745561744,0.13636363636363635,0.6428571428571429,0.225
stanfordnlp_sst2,subgraphx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,confidence+explanation,22,0.9334862385321101,0.8256743256743257,0.9387279387279388,0.2745079268301637,0.31392471788507437,0.15625,0.7142857142857143,0.2564102564102564
stanfordnlp_sst2,subgraphx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,paper (4 dimensions),20,0.9288990825688074,0.7882117882117883,0.9413086913086913,0.30641439861331216,0.2739112745561744,0.13636363636363635,0.6428571428571429,0.225
stanfordnlp_sst2,subgraphx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,majority baseline,0,0.9105504587155964,0.5,0.5,0.08944954128440367,0.0,0.0,0.0,0.0
stanfordnlp_sst2,subgraphx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,confidence,3,0.8222477064220184,0.7578796098947232,0.8292966479364464,0.3015799482146086,0.36146761781181713,0.2896174863387978,0.6794871794871795,0.4061302681992337
stanfordnlp_sst2,subgraphx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,explanation,19,0.8451834862385321,0.7473519343796422,0.8049958018471872,0.3842859633044854,0.3692984053543965,0.3161290322580645,0.6282051282051282,0.4206008583690987
stanfordnlp_sst2,subgraphx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,confidence+explanation,22,0.8360091743119266,0.7712168184460375,0.8135374281469999,0.37605489578557827,0.3881883753270789,0.31213872832369943,0.6923076923076923,0.4302788844621514
stanfordnlp_sst2,subgraphx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,paper (4 dimensions),20,0.8463302752293578,0.7479816573015565,0.8050926822967126,0.3849569794133234,0.3711799627272652,0.3181818181818182,0.6282051282051282,0.4224137931034483
stanfordnlp_sst2,subgraphx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,majority baseline,0,0.981651376146789,0.5,0.5,0.01834862385321101,0.0,0.0,0.0,0.0
stanfordnlp_sst2,subgraphx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,confidence,3,0.8853211009174312,0.8802570093457944,0.9031103971962616,0.2552820216558852,0.30506212425616075,0.125,0.875,0.21875
stanfordnlp_sst2,subgraphx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,explanation,19,0.9369266055045872,0.9065420560747663,0.9621057242990654,0.32847249065708606,0.40972928616011817,0.208955223880597,0.875,0.3373493975903614
stanfordnlp_sst2,subgraphx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,confidence+explanation,22,0.9277522935779816,0.9018691588785046,0.9586740654205608,0.26665795888656774,0.38472619282298404,0.18666666666666668,0.875,0.3076923076923077
stanfordnlp_sst2,subgraphx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,paper (4 dimensions),20,0.9380733944954128,0.907126168224299,0.9622517523364487,0.32969833606771404,0.413158220683489,0.21212121212121213,0.875,0.34146341463414637
stanfordnlp_sst2,subgraphx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,majority baseline,0,0.9105504587155964,0.5,0.5,0.08944954128440367,0.0,0.0,0.0,0.0
stanfordnlp_sst2,subgraphx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,confidence,3,0.8348623853211009,0.7763676290124653,0.8458470580636829,0.29945167231534414,0.3930191999160557,0.3125,0.7051282051282052,0.4330708661417323
stanfordnlp_sst2,subgraphx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,explanation,19,0.7912844036697247,0.7235354905380095,0.7943712458825808,0.2907466260813626,0.30139130486988874,0.24509803921568626,0.6410256410256411,0.3546099290780142
stanfordnlp_sst2,subgraphx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,confidence+explanation,22,0.8291284403669725,0.7443163469611833,0.8158948524187819,0.31459574992845846,0.35122305018648015,0.29239766081871343,0.6410256410256411,0.40160642570281124
stanfordnlp_sst2,subgraphx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,paper (4 dimensions),20,0.7901376146788991,0.722905767616095,0.7945327132984563,0.29114836642478414,0.30003298763993463,0.24390243902439024,0.6410256410256411,0.35335689045936397
stanfordnlp_sst2,subgraphx,syntactic,teacher_agreement,872,24,0.02752293577981646,0.9174311926605505,majority baseline,0,0.9724770642201835,0.5,0.5,0.027522935779816515,0.0,0.0,0.0,0.0
stanfordnlp_sst2,subgraphx,syntactic,teacher_agreement,872,24,0.02752293577981646,0.9174311926605505,confidence,3,0.9071100917431193,0.8915094339622642,0.94624606918239,0.3437104271224474,0.4038019667114171,0.21212121212121213,0.875,0.34146341463414637
stanfordnlp_sst2,subgraphx,syntactic,teacher_agreement,872,24,0.02752293577981646,0.9174311926605505,explanation,19,0.9323394495412844,0.8842374213836478,0.9004520440251572,0.38968820362368195,0.4484080590087915,0.26666666666666666,0.8333333333333334,0.40404040404040403
stanfordnlp_sst2,subgraphx,syntactic,teacher_agreement,872,24,0.02752293577981646,0.9174311926605505,confidence+explanation,22,0.9288990825688074,0.8622248427672956,0.9247739779874213,0.39709337577674914,0.4201926439531038,0.25,0.7916666666666666,0.38
stanfordnlp_sst2,subgraphx,syntactic,teacher_agreement,872,24,0.02752293577981646,0.9174311926605505,paper (4 dimensions),20,0.9323394495412844,0.8842374213836478,0.8997641509433961,0.3914367492001253,0.4484080590087915,0.26666666666666666,0.8333333333333334,0.40404040404040403
stanfordnlp_sst2,subgraphx,syntactic,gold_label,872,84,0.09633027522935778,0.9174311926605505,majority baseline,0,0.9036697247706422,0.5,0.5,0.0963302752293578,0.0,0.0,0.0,0.0
stanfordnlp_sst2,subgraphx,syntactic,gold_label,872,84,0.09633027522935778,0.9174311926605505,confidence,3,0.8428899082568807,0.7694887599709934,0.8497099347353153,0.3550132671215538,0.4041295519916479,0.3413173652694611,0.6785714285714286,0.4541832669322709
stanfordnlp_sst2,subgraphx,syntactic,gold_label,872,84,0.09633027522935778,0.9174311926605505,explanation,19,0.8130733944954128,0.7370377084844091,0.8195703408266861,0.32617926943788356,0.3407878467451267,0.2887700534759358,0.6428571428571429,0.3985239852398524
stanfordnlp_sst2,subgraphx,syntactic,gold_label,872,84,0.09633027522935778,0.9174311926605505,confidence+explanation,22,0.8394495412844036,0.7782209330432681,0.8350707034082668,0.340018233741471,0.41079033280265853,0.3390804597701149,0.7023809523809523,0.4573643410852713
stanfordnlp_sst2,subgraphx,syntactic,gold_label,872,84,0.09633027522935778,0.9174311926605505,paper (4 dimensions),20,0.8119266055045872,0.7364031907179116,0.8194645878656031,0.32693877607228883,0.33921816916544795,0.2872340425531915,0.6428571428571429,0.39705882352941174
stanfordnlp_sst2,subgraphx,window,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,majority baseline,0,0.981651376146789,0.5,0.5,0.01834862385321101,0.0,0.0,0.0,0.0
stanfordnlp_sst2,subgraphx,window,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,confidence,3,0.8944954128440367,0.9155957943925234,0.907491238317757,0.1811593811058458,0.3413742004463618,0.14150943396226415,0.9375,0.2459016393442623
stanfordnlp_sst2,subgraphx,window,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,explanation,19,0.9334862385321101,0.9047897196261683,0.9075642523364487,0.29206983905913364,0.3998712123993154,0.2,0.875,0.32558139534883723
stanfordnlp_sst2,subgraphx,window,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,confidence+explanation,22,0.9231651376146789,0.8688668224299065,0.8982914719626168,0.23401722345669523,0.3489534825748553,0.16883116883116883,0.8125,0.27956989247311825
stanfordnlp_sst2,subgraphx,window,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,paper (4 dimensions),20,0.9334862385321101,0.9047897196261683,0.9074912383177571,0.2905395812560664,0.3998712123993154,0.2,0.875,0.32558139534883723
stanfordnlp_sst2,subgraphx,window,gold_label,872,76,0.08715596330275233,0.9174311926605505,majority baseline,0,0.9128440366972477,0.5,0.5,0.0871559633027523,0.0,0.0,0.0,0.0
stanfordnlp_sst2,subgraphx,window,gold_label,872,76,0.08715596330275233,0.9174311926605505,confidence,3,0.8291284403669725,0.7516860618883894,0.8327492726791854,0.26522039875285214,0.3560334901836921,0.28901734104046245,0.6578947368421053,0.40160642570281124
stanfordnlp_sst2,subgraphx,window,gold_label,872,76,0.08715596330275233,0.9174311926605505,explanation,19,0.8084862385321101,0.7225271092303623,0.7983172441153135,0.29831547473682907,0.3070520626526521,0.25405405405405407,0.618421052631579,0.36015325670498083
stanfordnlp_sst2,subgraphx,window,gold_label,872,76,0.08715596330275233,0.9174311926605505,confidence+explanation,22,0.8107798165137615,0.7297341973023009,0.8082187252049723,0.3018500163103126,0.316996699357195,0.2594594594594595,0.631578947368421,0.367816091954023
stanfordnlp_sst2,subgraphx,window,gold_label,872,76,0.08715596330275233,0.9174311926605505,paper (4 dimensions),20,0.8096330275229358,0.7231552499338799,0.7983998942078816,0.29892265094955583,0.30852993205615553,0.2554347826086957,0.618421052631579,0.36153846153846153
stanfordnlp_sst2,token_shap_llm,tokens,teacher_agreement,872,73,0.08371559633027525,1.0,majority baseline,0,0.9162844036697247,0.5,0.5,0.08371559633027523,0.0,0.0,0.0,0.0
stanfordnlp_sst2,token_shap_llm,tokens,teacher_agreement,872,73,0.08371559633027525,1.0,confidence,3,0.7901376146788991,0.7547876626605174,0.8348963601762478,0.3077422178420738,0.32796188706816787,0.24299065420560748,0.7123287671232876,0.3623693379790941
stanfordnlp_sst2,token_shap_llm,tokens,teacher_agreement,872,73,0.08371559633027525,1.0,explanation,19,0.8119266055045872,0.7293363279441768,0.8132940147787474,0.2607768224220139,0.3119625876264485,0.25136612021857924,0.6301369863013698,0.359375
stanfordnlp_sst2,token_shap_llm,tokens,teacher_agreement,872,73,0.08371559633027525,1.0,confidence+explanation,22,0.7958715596330275,0.7579165737994411,0.833867677062081,0.2734918456471634,0.3346679774321367,0.24880382775119617,0.7123287671232876,0.36879432624113473
stanfordnlp_sst2,token_shap_llm,tokens,teacher_agreement,872,73,0.08371559633027525,1.0,paper (4 dimensions),20,0.8096330275229358,0.7218612306478989,0.8133111594973169,0.259746598569907,0.3017943307427247,0.2459016393442623,0.6164383561643836,0.3515625
stanfordnlp_sst2,token_shap_llm,tokens,gold_label,872,73,0.08371559633027525,1.0,majority baseline,0,0.9162844036697247,0.5,0.5,0.08371559633027523,0.0,0.0,0.0,0.0
stanfordnlp_sst2,token_shap_llm,tokens,gold_label,872,73,0.08371559633027525,1.0,confidence,3,0.7901376146788991,0.7547876626605174,0.8348963601762478,0.3077422178420738,0.32796188706816787,0.24299065420560748,0.7123287671232876,0.3623693379790941
stanfordnlp_sst2,token_shap_llm,tokens,gold_label,872,73,0.08371559633027525,1.0,explanation,19,0.8119266055045872,0.7293363279441768,0.8132940147787474,0.2607768224220139,0.3119625876264485,0.25136612021857924,0.6301369863013698,0.359375
stanfordnlp_sst2,token_shap_llm,tokens,gold_label,872,73,0.08371559633027525,1.0,confidence+explanation,22,0.7958715596330275,0.7579165737994411,0.833867677062081,0.2734918456471634,0.3346679774321367,0.24880382775119617,0.7123287671232876,0.36879432624113473
stanfordnlp_sst2,token_shap_llm,tokens,gold_label,872,73,0.08371559633027525,1.0,paper (4 dimensions),20,0.8096330275229358,0.7218612306478989,0.8133111594973169,0.259746598569907,0.3017943307427247,0.2459016393442623,0.6164383561643836,0.3515625
