dataset,method,graph,target,n,n_errors,error_rate,teacher_gold_alignment,feature,auroc_correct,auroc_error_oriented
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,144,0.0189473684210526,0.9380263157894737,fidelity_plus,0.8614855299237005,0.8614855299237005
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,144,0.0189473684210526,0.9380263157894737,fidelity_asymmetry,0.09857739479017644,0.9014226052098235
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,144,0.0189473684210526,0.9380263157894737,consistency_preservation_necessity,0.9855513456723892,0.9855513456723892
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,144,0.0189473684210526,0.9380263157894737,consistency_preservation_sufficiency,0.9676621363853123,0.9676621363853123
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,144,0.0189473684210526,0.9380263157894737,progression_maskout_drop_k5,0.1484160780281354,0.8515839219718646
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,144,0.0189473684210526,0.9380263157894737,progression_sufficiency_drop_k5,0.9462075658679066,0.9462075658679066
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,478,0.06289473684210523,0.9380263157894737,prediction_confidence,0.8540978569556998,0.8540978569556998
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,478,0.06289473684210523,0.9380263157894737,consistency_baseline_margin,0.8549890785696744,0.8549890785696744
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,478,0.06289473684210523,0.9380263157894737,auc_origin_entropy,0.14607222126265598,0.853927778737344
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,478,0.06289473684210523,0.9380263157894737,auc_deletion_auc,0.8499923332616597,0.8499923332616597
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,478,0.06289473684210523,0.9380263157894737,auc_insertion_auc,0.7616343488677313,0.7616343488677313
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,478,0.06289473684210523,0.9380263157894737,fidelity_minus,0.19086227600493022,0.8091377239950698
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,478,0.06289473684210523,0.9380263157894737,fidelity_plus,0.47653214331454546,0.5234678566854545
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,478,0.06289473684210523,0.9380263157894737,fidelity_asymmetry,0.4660867263791023,0.5339132736208977
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,478,0.06289473684210523,0.9380263157894737,consistency_preservation_necessity,0.8491250518459509,0.8491250518459509
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,478,0.06289473684210523,0.9380263157894737,consistency_preservation_sufficiency,0.8256915632978842,0.8256915632978842
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,478,0.06289473684210523,0.9380263157894737,progression_maskout_drop_k5,0.17218877448509481,0.8278112255149052
setfit_ag_news,subgraphx,skipgrams,gold_label,7600,478,0.06289473684210523,0.9380263157894737,progression_sufficiency_drop_k5,0.6569689770279844,0.6569689770279844
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,141,0.018552631578947376,0.9380263157894737,prediction_confidence,0.9768750017827956,0.9768750017827956
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,141,0.018552631578947376,0.9380263157894737,consistency_baseline_margin,0.976918739701384,0.976918739701384
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,141,0.018552631578947376,0.9380263157894737,auc_origin_entropy,0.0236441482943638,0.9763558517056362
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,141,0.018552631578947376,0.9380263157894737,auc_deletion_auc,0.9757549307372027,0.9757549307372027
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,141,0.018552631578947376,0.9380263157894737,auc_insertion_auc,0.8378996671164065,0.8378996671164065
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,141,0.018552631578947376,0.9380263157894737,fidelity_minus,0.207949556868327,0.792050443131673
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,141,0.018552631578947376,0.9380263157894737,fidelity_plus,0.4033444294531144,0.5966555705468857
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,141,0.018552631578947376,0.9380263157894737,fidelity_asymmetry,0.4479632867714666,0.5520367132285334
